,outer_fold,inner_fold,class_0,class_1,params,accuracy,f1_binary,mcc,kappa,class_0_label,class_1_label
27,0,0,1,13,"{'class_weight': True, 'n_genes': 1000}",0.9682539682539683,0.9787234042553191,0.9195587176978518,0.9163346613545816,AML with MDS-related gene mutations,KMT2A::MLLT10
28,0,0,1,14,"{'class_weight': True, 'n_genes': 1000}",0.9444444444444444,0.9690721649484536,0.7002186247515697,0.6966292134831461,AML with MDS-related gene mutations,KMT2A::MLLT4 (::AFDN)
29,0,0,1,15,"{'class_weight': True, 'n_genes': 1000}",0.9615384615384616,0.9791666666666666,0.7291666666666666,0.7291666666666667,AML with MDS-related gene mutations,NUP98::KDM5A
30,0,0,1,16,"{'class_weight': True, 'n_genes': 1000}",0.9333333333333333,0.9591836734693877,0.7826237921249264,0.7777777777777778,AML with MDS-related gene mutations,NUP98::NSD1
31,0,0,2,3,"{'class_weight': True, 'n_genes': 1000}",0.9487179487179487,0.8181818181818182,0.7883310719131614,0.7883310719131614,AML with in-frame bZIP CEBPA,AML with inv(16)/t(16;16)/CBFB::MYH11
32,0,0,2,4,"{'class_weight': True, 'n_genes': 1000}",0.6875,0.782608695652174,0.23354968324845687,0.23076923076923073,AML with in-frame bZIP CEBPA,AML with inv(3)/t(3;3)/GATA2;MECOM
33,0,0,2,5,"{'class_weight': True, 'n_genes': 1000}",1.0,1.0,1.0,1.0,AML with in-frame bZIP CEBPA,AML with mutated NPM1
34,0,0,2,6,"{'class_weight': True, 'n_genes': 1000}",1.0,1.0,1.0,1.0,AML with in-frame bZIP CEBPA,AML with mutated TP53
35,0,0,2,7,"{'class_weight': True, 'n_genes': 1000}",1.0,1.0,1.0,1.0,AML with in-frame bZIP CEBPA,AML with t(6;9)/DEK::NUP214
36,0,0,2,8,"{'class_weight': True, 'n_genes': 1000}",0.918918918918919,0.75,0.7055023714306365,0.702013422818792,AML with in-frame bZIP CEBPA,AML with t(8;21)/RUNX1::RUNX1T1
37,0,0,2,9,"{'class_weight': True, 'n_genes': 1000}",0.9583333333333334,0.9090909090909091,0.8820638820638821,0.8820638820638821,AML with in-frame bZIP CEBPA,AML with t(9;11)/MLLT3::KMT2A
38,0,0,2,10,"{'class_weight': True, 'n_genes': 1000}",0.9615384615384616,0.9565217391304348,0.9249624617007739,0.9221556886227544,AML with in-frame bZIP CEBPA,"APL, t(15;17)/PML::RARA"
39,0,0,2,11,"{'class_weight': True, 'n_genes': 1000}",0.8571428571428571,0.88,0.7416198487095663,0.7096774193548387,AML with in-frame bZIP CEBPA,KMT2A::ELL
40,0,0,2,12,"{'class_weight': True, 'n_genes': 1000}",0.8947368421052632,0.9166666666666666,0.7966275068156915,0.7764705882352941,AML with in-frame bZIP CEBPA,KMT2A::MLLT1
41,0,0,2,13,"{'class_weight': True, 'n_genes': 1000}",1.0,1.0,1.0,1.0,AML with in-frame bZIP CEBPA,KMT2A::MLLT10
42,0,0,2,14,"{'class_weight': True, 'n_genes': 1000}",1.0,1.0,1.0,1.0,AML with in-frame bZIP CEBPA,KMT2A::MLLT4 (::AFDN)
43,0,0,2,15,"{'class_weight': True, 'n_genes': 1000}",0.8,0.88,0.44320263021395917,0.32835820895522394,AML with in-frame bZIP CEBPA,NUP98::KDM5A
44,0,0,2,16,"{'class_weight': True, 'n_genes': 1000}",0.8260869565217391,0.8181818181818182,0.6515151515151515,0.6515151515151515,AML with in-frame bZIP CEBPA,NUP98::NSD1
45,0,0,3,4,"{'class_weight': True, 'n_genes': 1000}",0.9861111111111112,0.9925925925925926,0.8878261621047484,0.881578947368421,AML with inv(16)/t(16;16)/CBFB::MYH11,AML with inv(3)/t(3;3)/GATA2;MECOM
46,0,0,3,5,"{'class_weight': True, 'n_genes': 1000}",0.9863945578231292,0.9850746268656716,0.9725746268656716,0.9725746268656716,AML with inv(16)/t(16;16)/CBFB::MYH11,AML with mutated NPM1
47,0,0,3,6,"{'class_weight': True, 'n_genes': 1000}",0.9886363636363636,0.9925925925925926,0.9686977599540819,0.9682080924855492,AML with inv(16)/t(16;16)/CBFB::MYH11,AML with mutated TP53
48,0,0,3,7,"{'class_weight': True, 'n_genes': 1000}",0.9866666666666667,0.9925925925925926,0.9285108254302565,0.9259624876604147,AML with inv(16)/t(16;16)/CBFB::MYH11,AML with t(6;9)/DEK::NUP214
49,0,0,3,8,"{'class_weight': True, 'n_genes': 1000}",0.9769230769230769,0.9774436090225563,0.9539373011621954,0.9538242955245086,AML with inv(16)/t(16;16)/CBFB::MYH11,AML with t(8;21)/RUNX1::RUNX1T1
50,0,0,3,9,"{'class_weight': True, 'n_genes': 1000}",0.9807692307692307,0.9852941176470589,0.9583982590108607,0.9575336872192731,AML with inv(16)/t(16;16)/CBFB::MYH11,AML with t(9;11)/MLLT3::KMT2A
51,0,0,3,10,"{'class_weight': True, 'n_genes': 1000}",0.9634146341463414,0.9781021897810219,0.8750510189207745,0.8673139158576052,AML with inv(16)/t(16;16)/CBFB::MYH11,"APL, t(15;17)/PML::RARA"
52,0,0,3,11,"{'class_weight': True, 'n_genes': 1000}",0.9090909090909091,0.9465648854961832,0.6509343721384119,0.6432825943084051,AML with inv(16)/t(16;16)/CBFB::MYH11,KMT2A::ELL
53,0,0,3,12,"{'class_weight': True, 'n_genes': 1000}",0.96,0.9781021897810219,0.7734431367038469,0.7486033519553073,AML with inv(16)/t(16;16)/CBFB::MYH11,KMT2A::MLLT1
54,0,0,3,13,"{'class_weight': True, 'n_genes': 1000}",0.975609756097561,0.9852941176470589,0.9173581054963251,0.9139559286463799,AML with inv(16)/t(16;16)/CBFB::MYH11,KMT2A::MLLT10
55,0,0,3,14,"{'class_weight': True, 'n_genes': 1000}",1.0,1.0,1.0,1.0,AML with inv(16)/t(16;16)/CBFB::MYH11,KMT2A::MLLT4 (::AFDN)
56,0,0,3,15,"{'class_weight': True, 'n_genes': 1000}",1.0,1.0,1.0,1.0,AML with inv(16)/t(16;16)/CBFB::MYH11,NUP98::KDM5A
57,0,0,3,16,"{'class_weight': True, 'n_genes': 1000}",1.0,1.0,1.0,1.0,AML with inv(16)/t(16;16)/CBFB::MYH11,NUP98::NSD1
58,0,0,4,5,"{'class_weight': True, 'n_genes': 1000}",0.9647058823529412,0.6666666666666666,0.6527777777777778,0.6482758620689655,AML with inv(3)/t(3;3)/GATA2;MECOM,AML with mutated NPM1
59,0,0,4,6,"{'class_weight': True, 'n_genes': 1000}",0.7307692307692307,0.0,-0.14085904245475275,-0.1234567901234569,AML with inv(3)/t(3;3)/GATA2;MECOM,AML with mutated TP53
60,0,0,4,7,"{'class_weight': True, 'n_genes': 1000}",0.6923076923076923,0.3333333333333333,0.3651483716701107,0.23529411764705865,AML with inv(3)/t(3;3)/GATA2;MECOM,AML with t(6;9)/DEK::NUP214
61,0,0,4,8,"{'class_weight': True, 'n_genes': 1000}",0.9705882352941176,0.75,0.7625866911626911,0.7354085603112841,AML with inv(3)/t(3;3)/GATA2;MECOM,AML with t(8;21)/RUNX1::RUNX1T1
62,0,0,4,9,"{'class_weight': True, 'n_genes': 1000}",0.9047619047619048,0.6,0.5459459459459459,0.5459459459459459,AML with inv(3)/t(3;3)/GATA2;MECOM,AML with t(9;11)/MLLT3::KMT2A
63,0,0,4,10,"{'class_weight': True, 'n_genes': 1000}",0.8,0.5,0.40422604172722165,0.3846153846153846,AML with inv(3)/t(3;3)/GATA2;MECOM,"APL, t(15;17)/PML::RARA"
64,0,0,4,11,"{'class_weight': True, 'n_genes': 1000}",0.6666666666666666,0.5454545454545454,0.28867513459481287,0.2857142857142857,AML with inv(3)/t(3;3)/GATA2;MECOM,KMT2A::ELL
65,0,0,4,12,"{'class_weight': True, 'n_genes': 1000}",0.6153846153846154,0.2857142857142857,0.10112997936948631,0.08450704225352113,AML with inv(3)/t(3;3)/GATA2;MECOM,KMT2A::MLLT1
66,0,0,4,13,"{'class_weight': True, 'n_genes': 1000}",1.0,1.0,1.0,1.0,AML with inv(3)/t(3;3)/GATA2;MECOM,KMT2A::MLLT10
67,0,0,4,14,"{'class_weight': True, 'n_genes': 1000}",0.7272727272727273,0.7272727272727273,0.4666666666666667,0.459016393442623,AML with inv(3)/t(3;3)/GATA2;MECOM,KMT2A::MLLT4 (::AFDN)
68,0,0,4,15,"{'class_weight': True, 'n_genes': 1000}",0.5555555555555556,0.7142857142857143,0.0,0.0,AML with inv(3)/t(3;3)/GATA2;MECOM,NUP98::KDM5A
69,0,0,4,16,"{'class_weight': True, 'n_genes': 1000}",0.7058823529411765,0.2857142857142857,0.1649915822768611,0.14141414141414155,AML with inv(3)/t(3;3)/GATA2;MECOM,NUP98::NSD1
70,0,0,5,6,"{'class_weight': True, 'n_genes': 1000}",0.9207920792079208,0.9506172839506173,0.752232703748832,0.7507711289327575,AML with mutated NPM1,AML with mutated TP53
71,0,0,5,7,"{'class_weight': True, 'n_genes': 1000}",0.9772727272727273,0.9876543209876543,0.8553989227683015,0.8450704225352113,AML with mutated NPM1,AML with t(6;9)/DEK::NUP214
72,0,0,5,8,"{'class_weight': True, 'n_genes': 1000}",0.972027972027972,0.9746835443037974,0.9438221572681289,0.9434447300771208,AML with mutated NPM1,AML with t(8;21)/RUNX1::RUNX1T1
73,0,0,5,9,"{'class_weight': True, 'n_genes': 1000}",0.9487179487179487,0.9620253164556962,0.8837879163470619,0.8831168831168831,AML with mutated NPM1,AML with t(9;11)/MLLT3::KMT2A
74,0,0,5,10,"{'class_weight': True, 'n_genes': 1000}",0.9578947368421052,0.9746835443037974,0.852208927026802,0.849802371541502,AML with mutated NPM1,"APL, t(15;17)/PML::RARA"
75,0,0,5,11,"{'class_weight': True, 'n_genes': 1000}",0.9555555555555556,0.9743589743589743,0.823754471047914,0.8085106382978724,AML with mutated NPM1,KMT2A::ELL
76,0,0,5,12,"{'class_weight': True, 'n_genes': 1000}",0.9204545454545454,0.9559748427672956,0.545535518006362,0.5443786982248521,AML with mutated NPM1,KMT2A::MLLT1
77,0,0,5,13,"{'class_weight': True, 'n_genes': 1000}",0.9368421052631579,0.9625,0.7625,0.7625,AML with mutated NPM1,KMT2A::MLLT10
78,0,0,5,14,"{'class_weight': True, 'n_genes': 1000}",0.9767441860465116,0.9876543209876543,0.8064778385455118,0.7881773399014779,AML with mutated NPM1,KMT2A::MLLT4 (::AFDN)
79,0,0,5,15,"{'class_weight': True, 'n_genes': 1000}",0.9880952380952381,0.9937106918238994,0.8888194417315589,0.88268156424581,AML with mutated NPM1,NUP98::KDM5A
80,0,0,5,16,"{'class_weight': True, 'n_genes': 1000}",0.9891304347826086,0.9937106918238994,0.9547452338390916,0.9537223340040242,AML with mutated NPM1,NUP98::NSD1
81,0,0,6,7,"{'class_weight': True, 'n_genes': 1000}",0.9310344827586207,0.95,0.8507699593953255,0.8397790055248618,AML with mutated TP53,AML with t(6;9)/DEK::NUP214
82,0,0,6,8,"{'class_weight': True, 'n_genes': 1000}",0.9523809523809523,0.9090909090909091,0.8785882539782275,0.8769230769230769,AML with mutated TP53,AML with t(8;21)/RUNX1::RUNX1T1
83,0,0,6,9,"{'class_weight': True, 'n_genes': 1000}",0.9655172413793104,0.9545454545454546,0.9293491145598919,0.926860025220681,AML with mutated TP53,AML with t(9;11)/MLLT3::KMT2A
84,0,0,6,10,"{'class_weight': True, 'n_genes': 1000}",0.9166666666666666,0.9302325581395349,0.828302688169126,0.8269230769230769,AML with mutated TP53,"APL, t(15;17)/PML::RARA"
85,0,0,6,11,"{'class_weight': True, 'n_genes': 1000}",0.8387096774193549,0.8780487804878049,0.642034105174945,0.6403712296983759,AML with mutated TP53,KMT2A::ELL
86,0,0,6,12,"{'class_weight': True, 'n_genes': 1000}",0.896551724137931,0.9333333333333333,0.7395099728874519,0.7070707070707071,AML with mutated TP53,KMT2A::MLLT1
87,0,0,6,13,"{'class_weight': True, 'n_genes': 1000}",1.0,1.0,1.0,1.0,AML with mutated TP53,KMT2A::MLLT10
88,0,0,6,14,"{'class_weight': True, 'n_genes': 1000}",0.8888888888888888,0.926829268292683,0.7002186247515697,0.6966292134831461,AML with mutated TP53,KMT2A::MLLT4 (::AFDN)
89,0,0,6,15,"{'class_weight': True, 'n_genes': 1000}",0.88,0.926829268292683,0.600099198148979,0.5945945945945946,AML with mutated TP53,NUP98::KDM5A
90,0,0,6,16,"{'class_weight': True, 'n_genes': 1000}",0.9090909090909091,0.926829268292683,0.8086924733689046,0.8070175438596492,AML with mutated TP53,NUP98::NSD1
91,0,0,7,8,"{'class_weight': True, 'n_genes': 1000}",0.9859154929577465,0.9333333333333333,0.9280776503073437,0.925498426023085,AML with t(6;9)/DEK::NUP214,AML with t(8;21)/RUNX1::RUNX1T1
92,0,0,7,9,"{'class_weight': True, 'n_genes': 1000}",0.9777777777777777,0.9333333333333333,0.9230242056471358,0.9200710479573713,AML with t(6;9)/DEK::NUP214,AML with t(9;11)/MLLT3::KMT2A
93,0,0,7,10,"{'class_weight': True, 'n_genes': 1000}",0.9565217391304348,0.9333333333333333,0.90571104663684,0.9012875536480687,AML with t(6;9)/DEK::NUP214,"APL, t(15;17)/PML::RARA"
94,0,0,7,11,"{'class_weight': True, 'n_genes': 1000}",0.9444444444444444,0.9333333333333333,0.8918825850158447,0.8860759493670887,AML with t(6;9)/DEK::NUP214,KMT2A::ELL
95,0,0,7,12,"{'class_weight': True, 'n_genes': 1000}",0.9375,0.9333333333333333,0.8819171036881969,0.875,AML with t(6;9)/DEK::NUP214,KMT2A::MLLT1
96,0,0,7,13,"{'class_weight': True, 'n_genes': 1000}",0.9565217391304348,0.9333333333333333,0.90571104663684,0.9012875536480687,AML with t(6;9)/DEK::NUP214,KMT2A::MLLT10
97,0,0,7,14,"{'class_weight': True, 'n_genes': 1000}",0.9285714285714286,0.9333333333333333,0.8660254037844387,0.8571428571428572,AML with t(6;9)/DEK::NUP214,KMT2A::MLLT4 (::AFDN)
98,0,0,7,15,"{'class_weight': True, 'n_genes': 1000}",0.75,0.8235294117647058,0.408248290463863,0.4,AML with t(6;9)/DEK::NUP214,NUP98::KDM5A
99,0,0,7,16,"{'class_weight': True, 'n_genes': 1000}",0.75,0.7368421052631579,0.5333964609104418,0.5098039215686274,AML with t(6;9)/DEK::NUP214,NUP98::NSD1
100,0,0,8,9,"{'class_weight': True, 'n_genes': 1000}",0.97,0.975609756097561,0.9385906354489059,0.9367088607594937,AML with t(8;21)/RUNX1::RUNX1T1,AML with t(9;11)/MLLT3::KMT2A
101,0,0,8,10,"{'class_weight': True, 'n_genes': 1000}",0.9102564102564102,0.9448818897637795,0.7042147167923564,0.7035830618892509,AML with t(8;21)/RUNX1::RUNX1T1,"APL, t(15;17)/PML::RARA"
102,0,0,8,11,"{'class_weight': True, 'n_genes': 1000}",0.958904109589041,0.975609756097561,0.8559209850218258,0.8456659619450317,AML with t(8;21)/RUNX1::RUNX1T1,KMT2A::ELL
103,0,0,8,12,"{'class_weight': True, 'n_genes': 1000}",0.9577464788732394,0.975609756097561,0.832250378576479,0.8184143222506394,AML with t(8;21)/RUNX1::RUNX1T1,KMT2A::MLLT1
104,0,0,8,13,"{'class_weight': True, 'n_genes': 1000}",0.9615384615384616,0.975609756097561,0.8908708063747479,0.8849557522123894,AML with t(8;21)/RUNX1::RUNX1T1,KMT2A::MLLT10
105,0,0,8,14,"{'class_weight': True, 'n_genes': 1000}",0.9565217391304348,0.975609756097561,0.7968190728895957,0.7766990291262136,AML with t(8;21)/RUNX1::RUNX1T1,KMT2A::MLLT4 (::AFDN)
106,0,0,8,15,"{'class_weight': True, 'n_genes': 1000}",0.9850746268656716,0.992,0.8873001675315898,0.8809946714031972,AML with t(8;21)/RUNX1::RUNX1T1,NUP98::KDM5A
107,0,0,8,16,"{'class_weight': True, 'n_genes': 1000}",0.96,0.975609756097561,0.8728715609439696,0.8648648648648649,AML with t(8;21)/RUNX1::RUNX1T1,NUP98::NSD1
108,0,0,9,10,"{'class_weight': True, 'n_genes': 1000}",0.8653846153846154,0.8985507246376812,0.718136979079006,0.701639344262295,AML with t(9;11)/MLLT3::KMT2A,"APL, t(15;17)/PML::RARA"
109,0,0,9,11,"{'class_weight': True, 'n_genes': 1000}",0.8723404255319149,0.9142857142857143,0.684486025073645,0.6674528301886793,AML with t(9;11)/MLLT3::KMT2A,KMT2A::ELL
110,0,0,9,12,"{'class_weight': True, 'n_genes': 1000}",0.8,0.8860759493670886,0.10873970905021002,0.09395973154362414,AML with t(9;11)/MLLT3::KMT2A,KMT2A::MLLT1
111,0,0,9,13,"{'class_weight': True, 'n_genes': 1000}",0.7115384615384616,0.8,0.2834121163444653,0.28308823529411764,AML with t(9;11)/MLLT3::KMT2A,KMT2A::MLLT10
112,0,0,9,14,"{'class_weight': True, 'n_genes': 1000}",0.9069767441860465,0.9444444444444444,0.6698244069640462,0.6600790513833992,AML with t(9;11)/MLLT3::KMT2A,KMT2A::MLLT4 (::AFDN)
113,0,0,9,15,"{'class_weight': True, 'n_genes': 1000}",0.975609756097561,0.9863013698630136,0.8822575465125693,0.8753799392097265,AML with t(9;11)/MLLT3::KMT2A,NUP98::KDM5A
114,0,0,9,16,"{'class_weight': True, 'n_genes': 1000}",0.9795918367346939,0.9863013698630136,0.9476966276867815,0.9463307776560789,AML with t(9;11)/MLLT3::KMT2A,NUP98::NSD1
115,0,0,10,11,"{'class_weight': True, 'n_genes': 1000}",0.92,0.9285714285714286,0.8498365855987975,0.8387096774193549,"APL, t(15;17)/PML::RARA",KMT2A::ELL
116,0,0,10,12,"{'class_weight': True, 'n_genes': 1000}",0.8260869565217391,0.875,0.6055975280770818,0.5929203539823009,"APL, t(15;17)/PML::RARA",KMT2A::MLLT1
117,0,0,10,13,"{'class_weight': True, 'n_genes': 1000}",0.9333333333333333,0.9333333333333333,0.8666666666666667,0.8666666666666667,"APL, t(15;17)/PML::RARA",KMT2A::MLLT10
118,0,0,10,14,"{'class_weight': True, 'n_genes': 1000}",0.6666666666666666,0.7407407407407407,0.3042903097250923,0.2898550724637682,"APL, t(15;17)/PML::RARA",KMT2A::MLLT4 (::AFDN)
119,0,0,10,15,"{'class_weight': True, 'n_genes': 1000}",0.8947368421052632,0.9375,0.6642111641550715,0.6122448979591837,"APL, t(15;17)/PML::RARA",NUP98::KDM5A
120,0,0,10,16,"{'class_weight': True, 'n_genes': 1000}",0.9259259259259259,0.9285714285714286,0.8618916073713346,0.8524590163934427,"APL, t(15;17)/PML::RARA",NUP98::NSD1
121,0,0,11,12,"{'class_weight': True, 'n_genes': 1000}",0.8333333333333334,0.8695652173913043,0.6933752452815364,0.6493506493506493,KMT2A::ELL,KMT2A::MLLT1
122,0,0,11,13,"{'class_weight': True, 'n_genes': 1000}",0.92,0.9090909090909091,0.8498365855987975,0.8387096774193549,KMT2A::ELL,KMT2A::MLLT10
123,0,0,11,14,"{'class_weight': True, 'n_genes': 1000}",0.9375,0.9523809523809523,0.8703882797784892,0.8620689655172413,KMT2A::ELL,KMT2A::MLLT4 (::AFDN)
124,0,0,11,15,"{'class_weight': True, 'n_genes': 1000}",1.0,1.0,1.0,1.0,KMT2A::ELL,NUP98::KDM5A
125,0,0,11,16,"{'class_weight': True, 'n_genes': 1000}",0.9090909090909091,0.8888888888888888,0.8280786712108251,0.8135593220338984,KMT2A::ELL,NUP98::NSD1
126,0,0,12,13,"{'class_weight': True, 'n_genes': 1000}",0.6086956521739131,0.3076923076923077,0.057735026918962574,0.05479452054794531,KMT2A::MLLT1,KMT2A::MLLT10
127,0,0,12,14,"{'class_weight': True, 'n_genes': 1000}",0.6428571428571429,0.5454545454545454,0.45226701686664544,0.3396226415094339,KMT2A::MLLT1,KMT2A::MLLT4 (::AFDN)
128,0,0,12,15,"{'class_weight': True, 'n_genes': 1000}",1.0,1.0,1.0,1.0,KMT2A::MLLT1,NUP98::KDM5A
129,0,0,12,16,"{'class_weight': True, 'n_genes': 1000}",0.9,0.8571428571428571,0.8017837257372732,0.7826086956521738,KMT2A::MLLT1,NUP98::NSD1
130,0,0,13,14,"{'class_weight': True, 'n_genes': 1000}",0.8095238095238095,0.8666666666666667,0.5333333333333333,0.5333333333333333,KMT2A::MLLT10,KMT2A::MLLT4 (::AFDN)
131,0,0,13,15,"{'class_weight': True, 'n_genes': 1000}",1.0,1.0,1.0,1.0,KMT2A::MLLT10,NUP98::KDM5A
132,0,0,13,16,"{'class_weight': True, 'n_genes': 1000}",1.0,1.0,1.0,1.0,KMT2A::MLLT10,NUP98::NSD1
133,0,0,14,15,"{'class_weight': True, 'n_genes': 1000}",1.0,1.0,1.0,1.0,KMT2A::MLLT4 (::AFDN),NUP98::KDM5A
134,0,0,14,16,"{'class_weight': True, 'n_genes': 1000}",0.9444444444444444,0.9090909090909091,0.8770580193070291,0.8695652173913043,KMT2A::MLLT4 (::AFDN),NUP98::NSD1
135,0,0,15,16,"{'class_weight': True, 'n_genes': 1000}",0.875,0.75,0.6666666666666666,0.6666666666666667,NUP98::KDM5A,NUP98::NSD1
136,0,0,0,1,"{'class_weight': False, 'n_genes': 1000}",0.7948717948717948,0.8285714285714286,0.573744646052845,0.5733819507748404,AML with MDS-related cytogenetic abnormalities,AML with MDS-related gene mutations
137,0,0,0,2,"{'class_weight': False, 'n_genes': 1000}",0.925,0.9577464788732394,0.6471034393883052,0.6267496111975117,AML with MDS-related cytogenetic abnormalities,AML with in-frame bZIP CEBPA
138,0,0,0,3,"{'class_weight': False, 'n_genes': 1000}",0.9632352941176471,0.9645390070921985,0.9273113748599618,0.9264069264069263,AML with MDS-related cytogenetic abnormalities,AML with inv(16)/t(16;16)/CBFB::MYH11
139,0,0,0,4,"{'class_weight': False, 'n_genes': 1000}",0.9324324324324325,0.965034965034965,0.0,0.0,AML with MDS-related cytogenetic abnormalities,AML with inv(3)/t(3;3)/GATA2;MECOM
140,0,0,0,5,"{'class_weight': False, 'n_genes': 1000}",0.959731543624161,0.9558823529411765,0.9191963145572386,0.9188600471954983,AML with MDS-related cytogenetic abnormalities,AML with mutated NPM1
141,0,0,0,6,"{'class_weight': False, 'n_genes': 1000}",0.7777777777777778,0.863013698630137,0.29642647163511626,0.2840095465393794,AML with MDS-related cytogenetic abnormalities,AML with mutated TP53
