"outer_fold","class","params","mean_kappa","mean_acc","class_0","class_1"
"100LUMC","8_9","{'C': 0.1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.842976857358162,0.919121658483361,8,9
"100LUMC","9_10","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.708661417322835,0.837837837837838,9,10
"100LUMC","9_11","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 3000}",0.666666666666667,0.979166666666667,9,11
"100LUMC","9_12","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.840909090909091,0.920454545454545,9,12
"100LUMC","9_13","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.813444108761329,0.914473684210526,9,13
"100LUMC","9_14","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.775,0.881944444444444,9,14
"AAML03P1","0_1","{'C': 0.1, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.284049784359888,0.739308943089431,0,1
"AAML03P1","0_10","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.701579975064523,0.882491269766811,0,10
"AAML03P1","0_11","{'C': 1000, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 3000}",0.517933669281303,0.933272195092128,0,11
"AAML03P1","0_12","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.639909749470522,0.851995167952615,0,12
"AAML03P1","0_13","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.807831942131038,0.93619101355107,0,13
"AAML03P1","0_14","{'C': 0.1, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.687661536736467,0.902751100440176,0,14
"AAML03P1","0_2","{'C': 1, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 2000}",0.791734020457739,0.898406900639043,0,2
"AAML03P1","0_3","{'C': 10, 'class_weight': None, 'gamma': 0.01, 'probability': True, 'n_genes': 1000}",0.828068625048036,0.919967311169843,0,3
"AAML03P1","0_4","{'C': 100, 'class_weight': None, 'gamma': 0.01, 'probability': True, 'n_genes': 1000}",0.724481258350671,0.900476841117758,0,4
"AAML03P1","0_5","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.371340523882897,0.774920819447674,0,5
"AAML03P1","0_6","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.726334640968787,0.964695945945946,0,6
"AAML03P1","0_7","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.842970603385682,0.916744492819837,0,7
"AAML03P1","0_8","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 3000}",0.756746041111269,0.873315736551031,0,8
"AAML03P1","0_9","{'C': 0.1, 'class_weight': None, 'gamma': 0.01, 'probability': True, 'n_genes': 1000}",0.749192557885639,0.864130434782609,0,9
"AAML03P1","10_11","{'C': 1, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 2000}",0.596751025991792,0.88106120826709,10,11
"AAML03P1","10_12","{'C': 1, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.837488844073429,0.918764568764569,10,12
"AAML03P1","10_13","{'C': 1000, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 2000}",0.918077803203661,0.960902255639098,10,13
"AAML03P1","10_14","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.929281767955801,0.966666666666667,10,14
"AAML03P1","11_12","{'C': 100, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.473437174348525,0.520238095238095,11,12
"AAML03P1","11_13","{'C': 1, 'class_weight': 'balanced', 'gamma': 'scale', 'probability': True, 'n_genes': 1000}",0.790011784451666,0.819305019305019,11,13
"AAML03P1","11_14","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.818519282326253,0.954358974358974,11,14
"AAML03P1","12_13","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.655441896800399,0.743993506493506,12,13
"AAML03P1","12_14","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.830568216347615,0.915151515151515,12,14
"AAML03P1","13_14","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.979099678456592,0.990384615384615,13,14
"AAML03P1","1_10","{'C': 100, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.750370632537752,0.962206431079895,1,10
"AAML03P1","1_11","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.586476971771849,0.9528452685422,1,11
"AAML03P1","1_12","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 3000}",0.878821658730292,0.959512195121951,1,12
"AAML03P1","1_13","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.946171945701357,0.983174603174603,1,13
"AAML03P1","1_14","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.845375198838094,0.94949494949495,1,14
"AAML03P1","1_2","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.875770305964673,0.957583559168925,1,2
"AAML03P1","1_3","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.894264477994191,0.945081057073062,1,3
"AAML03P1","1_4","{'C': 10, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.77101837598168,0.902774704359742,1,4
"AAML03P1","1_5","{'C': 100, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.509264659030449,0.742682631833575,1,5
"AAML03P1","1_6","{'C': 100, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.666666666666667,0.976190476190476,1,6
"AAML03P1","1_7","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'scale', 'probability': True, 'n_genes': 1000}",0.883025581374049,0.950788383752755,1,7
"AAML03P1","1_8","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.858677109370237,0.949464724464724,1,8
"AAML03P1","1_9","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.864708603145236,0.930769230769231,1,9
"AAML03P1","2_10","{'C': 100, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.903703703703704,0.953846153846154,2,10
"AAML03P1","2_11","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.8,0.977777777777778,2,11
"AAML03P1","2_12","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.92,0.96,2,12
"AAML03P1","2_13","{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.928571428571429,0.964285714285714,2,13
"AAML03P1","2_14","{'C': 100, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.865079365079365,0.932539682539683,2,14
"AAML03P1","2_3","{'C': 10, 'class_weight': None, 'gamma': 0.01, 'probability': True, 'n_genes': 1000}",0.912985168842535,0.971824695100557,2,3
"AAML03P1","2_4","{'C': 1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.879566894575131,0.972212288516636,2,4
"AAML03P1","2_5","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'scale', 'probability': True, 'n_genes': 1000}",0.863178084458933,0.950082437275986,2,5
"AAML03P1","2_6","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.990458015267176,0.996875,2,6
"AAML03P1","2_7","{'C': 1000, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.929408893622268,0.970596782603362,2,7
"AAML03P1","2_8","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.914544896209763,0.959302763492806,2,8
"AAML03P1","2_9","{'C': 0.1, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.883254716981132,0.948863636363636,2,9
"AAML03P1","3_10","{'C': 100, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 3000}",0.780993273174355,0.928255675029869,3,10
"AAML03P1","3_11","{'C': 0.1, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.735450475764492,0.971667898497167,3,11
"AAML03P1","3_12","{'C': 1, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 3000}",0.874841228973567,0.963929939792009,3,12
"AAML03P1","3_13","{'C': 10, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.903005008254078,0.976592963488125,3,13
"AAML03P1","3_14","{'C': 1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.817314746881878,0.932564102564103,3,14
"AAML03P1","3_4","{'C': 100, 'class_weight': None, 'gamma': 0.01, 'probability': True, 'n_genes': 1000}",0.932665723759192,0.973934710000153,3,4
"AAML03P1","3_5","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.851030249168888,0.92855900621118,3,5
"AAML03P1","3_6","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 3000}",0.73234358388554,0.972971294692606,3,6
"AAML03P1","3_7","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 1000}",0.911818354232531,0.963271725129557,3,7
"AAML03P1","3_8","{'C': 0.1, 'class_weight': None, 'gamma': 'scale', 'probability': True, 'n_genes': 3000}",0.884294735408815,0.948943514453231,3,8
"AAML03P1","3_9","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.873621025308241,0.942073170731707,3,9
"AAML03P1","4_10","{'C': 1000, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.791054274043757,0.975741852318901,4,10
"AAML03P1","4_11","{'C': 100, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 3000}",0.740799366348397,0.984561601856535,4,11
"AAML03P1","4_12","{'C': 10, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.919678101360187,0.987878787878788,4,12
"AAML03P1","4_13","{'C': 10, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 2000}",0.9097968277779,0.991758241758242,4,13
"AAML03P1","4_14","{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.803334816185506,0.939749883122955,4,14
"AAML03P1","4_5","{'C': 0.1, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.712577830187936,0.928364202417498,4,5
"AAML03P1","4_6","{'C': 0.1, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.732743097238896,0.988076416337286,4,6
"AAML03P1","4_7","{'C': 0.1, 'class_weight': 'balanced', 'gamma': 0.01, 'probability': True, 'n_genes': 1000}",0.917645065197903,0.974959455788835,4,7
