"model","type","fold","prob_cutoff","kappa","accuracy","n_accepted","n_rejected","perc_rejected","rejected_accuracy","total_samples"
"svm","cv","4",0.3,0.833429191323614,0.85632183908046,1740,25,0.0141643059490085,0.4,1765
"svm","cv","4",0.4,0.85426137393209,0.873949579831933,1666,99,0.0560906515580737,0.444444444444444,1765
"svm","cv","4",0.5,0.877973584113396,0.894501278772379,1564,201,0.113881019830028,0.502487562189055,1765
"svm","cv","4",0.6,0.901773066744575,0.915443745632425,1431,334,0.189235127478754,0.568862275449102,1765
"svm","cv","4",0.7,0.923995577338328,0.935177865612648,1265,500,0.28328611898017,0.634,1765
"svm","cv","4",0.8,0.943570286150265,0.953751284686536,973,792,0.448725212464589,0.722222222222222,1765
"svm","cv","4",0.9,0.956530235587884,0.96978021978022,364,1401,0.793767705382436,0.818700927908637,1765
"xgboost","cv","0",0,0.818395410581359,0.844104308390023,1764,0,0,NA,1764
"xgboost","cv","0",0.1,0.818395410581359,0.844104308390023,1764,0,0,NA,1764
"xgboost","cv","0",0.2,0.818395410581359,0.844104308390023,1764,0,0,NA,1764
"xgboost","cv","0",0.3,0.827581806757214,0.851873198847262,1735,29,0.0164399092970522,0.379310344827586,1764
"xgboost","cv","0",0.4,0.850437874131266,0.871281117182757,1647,117,0.0663265306122449,0.461538461538462,1764
"xgboost","cv","0",0.5,0.880714186317851,0.89769647696477,1476,288,0.163265306122449,0.569444444444444,1764
"xgboost","cv","0",0.6,0.903067089978839,0.91796875,1280,484,0.27437641723356,0.648760330578512,1764
"xgboost","cv","0",0.7,0.92547211771416,0.938832252085264,1079,685,0.388321995464853,0.694890510948905,1764
"xgboost","cv","0",0.8,0.953781768885234,0.964197530864198,810,954,0.540816326530612,0.742138364779874,1764
"xgboost","cv","0",0.9,0.961503886626831,0.977564102564103,312,1452,0.82312925170068,0.815426997245179,1764
"xgboost","cv","1",0,0.805520791377458,0.832294617563739,1765,0,0,NA,1765
"xgboost","cv","1",0.1,0.805520791377458,0.832294617563739,1765,0,0,NA,1765
"xgboost","cv","1",0.2,0.807994871721691,0.834376778599886,1757,8,0.00453257790368272,0.375,1765
"xgboost","cv","1",0.3,0.81724213055904,0.842227378190255,1724,41,0.0232294617563739,0.414634146341463,1765
"xgboost","cv","1",0.4,0.834214145665608,0.85671100362757,1654,111,0.0628895184135977,0.468468468468468,1765
"xgboost","cv","1",0.5,0.874158663407649,0.891566265060241,1494,271,0.153541076487252,0.505535055350554,1765
"xgboost","cv","1",0.6,0.905450538903659,0.919601837672282,1306,459,0.260056657223796,0.583877995642701,1765
"xgboost","cv","1",0.7,0.929822932054783,0.941756272401434,1116,649,0.367705382436261,0.64406779661017,1765
"xgboost","cv","1",0.8,0.942884331153449,0.955069124423963,868,897,0.508215297450425,0.713489409141583,1765
"xgboost","cv","1",0.9,0.973404571089344,0.982142857142857,448,1317,0.746175637393768,0.781321184510251,1765
"xgboost","cv","2",0,0.817171775885916,0.842492917847026,1765,0,0,NA,1765
"xgboost","cv","2",0.1,0.817171775885916,0.842492917847026,1765,0,0,NA,1765
"xgboost","cv","2",0.2,0.81921857153842,0.844229675952246,1759,6,0.00339943342776204,0.333333333333333,1765
"xgboost","cv","2",0.3,0.828983916070792,0.852497096399535,1722,43,0.0243626062322946,0.441860465116279,1765
"xgboost","cv","2",0.4,0.846794944500214,0.867513611615245,1653,112,0.0634560906515581,0.473214285714286,1765
"xgboost","cv","2",0.5,0.872245625164899,0.889542483660131,1530,235,0.13314447592068,0.536170212765957,1765
"xgboost","cv","2",0.6,0.904958470666603,0.918367346938776,1372,393,0.222662889518414,0.577608142493639,1765
"xgboost","cv","2",0.7,0.920247581581756,0.932659932659933,1188,577,0.326912181303116,0.65684575389948,1765
"xgboost","cv","2",0.8,0.947350045948321,0.957291666666667,960,805,0.456090651558074,0.705590062111801,1765
"xgboost","cv","2",0.9,0.962539239875299,0.972131147540984,610,1155,0.654390934844193,0.774025974025974,1765
"xgboost","cv","3",0,0.822555255154021,0.847592067988669,1765,0,0,NA,1765
"xgboost","cv","3",0.1,0.822555255154021,0.847592067988669,1765,0,0,NA,1765
"xgboost","cv","3",0.2,0.824167516564085,0.848949460533788,1761,4,0.00226628895184136,0.25,1765
"xgboost","cv","3",0.3,0.833024596586132,0.856401384083045,1734,31,0.0175637393767705,0.354838709677419,1765
"xgboost","cv","3",0.4,0.851225866184974,0.871873093349603,1639,126,0.0713881019830028,0.531746031746032,1765
"xgboost","cv","3",0.5,0.889477916775148,0.905154639175258,1455,310,0.175637393767705,0.57741935483871,1765
"xgboost","cv","3",0.6,0.912943767719084,0.926073131955485,1258,507,0.287252124645892,0.652859960552268,1765
"xgboost","cv","3",0.7,0.928138233603529,0.941234084231146,1021,744,0.421529745042493,0.719086021505376,1765
"xgboost","cv","3",0.8,0.947064855782424,0.959072305593452,733,1032,0.584702549575071,0.768410852713178,1765
"xgboost","cv","3",0.9,0.969108121574489,0.983870967741935,248,1517,0.859490084985836,0.825313117996045,1765
"xgboost","cv","4",0,0.817377532324668,0.843059490084986,1765,0,0,NA,1765
"xgboost","cv","4",0.1,0.817377532324668,0.843059490084986,1765,0,0,NA,1765
"xgboost","cv","4",0.2,0.817758700936029,0.843359818388195,1762,3,0.00169971671388102,0.666666666666667,1765
"xgboost","cv","4",0.3,0.824858969508262,0.849220103986135,1731,34,0.0192634560906516,0.529411764705882,1765
"xgboost","cv","4",0.4,0.841730236915151,0.863553668890237,1649,116,0.0657223796033994,0.551724137931034,1765
"xgboost","cv","4",0.5,0.873684474933396,0.891275167785235,1490,275,0.155807365439093,0.581818181818182,1765
"xgboost","cv","4",0.6,0.904469380530485,0.918836140888208,1306,459,0.260056657223796,0.627450980392157,1765
"xgboost","cv","4",0.7,0.925014815329061,0.937956204379562,1096,669,0.379036827195467,0.687593423019432,1765
"xgboost","cv","4",0.8,0.94718754195194,0.958481613285884,843,922,0.522379603399433,0.737527114967462,1765
"xgboost","cv","4",0.9,0.966292788664368,0.978851963746224,331,1434,0.812464589235127,0.811715481171548,1765
"neural_net","cv","0",0,0.837957129532245,0.859977324263039,1764,0,0,NA,1764
"neural_net","cv","0",0.1,0.837957129532245,0.859977324263039,1764,0,0,NA,1764
"neural_net","cv","0",0.2,0.839019126517993,0.860874503123225,1761,3,0.00170068027210884,0.333333333333333,1764
"neural_net","cv","0",0.3,0.84841513381134,0.868937644341801,1732,32,0.018140589569161,0.375,1764
"neural_net","cv","0",0.4,0.861484925587782,0.880189798339265,1686,78,0.0442176870748299,0.423076923076923,1764
"neural_net","cv","0",0.5,0.878553821452191,0.89480198019802,1616,148,0.0839002267573696,0.47972972972973,1764
"neural_net","cv","0",0.6,0.895206314573574,0.90920716112532,1564,200,0.113378684807256,0.475,1764
"neural_net","cv","0",0.7,0.910134886059417,0.922147651006711,1490,274,0.155328798185941,0.521897810218978,1764
"neural_net","cv","0",0.8,0.92322325608034,0.933576642335766,1370,394,0.223356009070295,0.604060913705584,1764
"neural_net","cv","0",0.9,0.938037676735867,0.946622185154295,1199,565,0.320294784580499,0.676106194690265,1764
"neural_net","cv","0",1,1,1,26,1738,0.985260770975057,0.857882623705408,1764
"neural_net","cv","1",0,0.832765447470126,0.854957507082153,1765,0,0,NA,1765
"neural_net","cv","1",0.1,0.832765447470126,0.854957507082153,1765,0,0,NA,1765
"neural_net","cv","1",0.2,0.836846210084687,0.858447488584475,1752,13,0.00736543909348442,0.384615384615385,1765
"neural_net","cv","1",0.3,0.845551344324672,0.865810968494749,1714,51,0.0288951841359773,0.490196078431373,1765
"neural_net","cv","1",0.4,0.859546234820377,0.877784467188441,1661,104,0.0589235127478754,0.490384615384615,1765
"neural_net","cv","1",0.5,0.87343974998129,0.889655172413793,1595,170,0.0963172804532578,0.529411764705882,1765
"neural_net","cv","1",0.6,0.882551206738882,0.897586431833007,1533,232,0.131444759206799,0.573275862068966,1765
"neural_net","cv","1",0.7,0.892291244672705,0.906100068540096,1459,306,0.173371104815864,0.611111111111111,1765
"neural_net","cv","1",0.8,0.902199028305204,0.914847161572052,1374,391,0.221529745042493,0.644501278772379,1765
"neural_net","cv","1",0.9,0.92027494658307,0.93089430894309,1230,535,0.303116147308782,0.680373831775701,1765
"neural_net","cv","1",1,0.980458309599965,0.991031390134529,223,1542,0.873654390934844,0.835278858625162,1765
"neural_net","cv","2",0,0.836843078317708,0.859490084985836,1765,0,0,NA,1765
"neural_net","cv","2",0.1,0.836843078317708,0.859490084985836,1765,0,0,NA,1765
"neural_net","cv","2",0.2,0.837484927137019,0.859988616960728,1757,8,0.00453257790368272,0.75,1765
"neural_net","cv","2",0.3,0.845672628206745,0.866975130133025,1729,36,0.0203966005665722,0.5,1765
"neural_net","cv","2",0.4,0.862176472214241,0.88086642599278,1662,103,0.058356940509915,0.514563106796116,1765
"neural_net","cv","2",0.5,0.878214250656772,0.894736842105263,1577,188,0.106515580736544,0.563829787234043,1765
"neural_net","cv","2",0.6,0.899468439567933,0.91315965263861,1497,268,0.151841359773371,0.559701492537313,1765
"neural_net","cv","2",0.7,0.914270536669155,0.926188786373314,1409,356,0.201699716713881,0.595505617977528,1765
"neural_net","cv","2",0.8,0.925319147756261,0.936055469953775,1298,467,0.264589235127479,0.646680942184154,1765
"neural_net","cv","2",0.9,0.938109379394981,0.947787610619469,1130,635,0.359773371104816,0.70236220472441,1765
"neural_net","cv","2",1,NA,1,1,1764,0.99943342776204,0.859410430839002,1765
"neural_net","cv","3",0,0.836342511995442,0.858923512747875,1765,0,0,NA,1765
"neural_net","cv","3",0.1,0.836342511995442,0.858923512747875,1765,0,0,NA,1765
"neural_net","cv","3",0.2,0.841165151525454,0.863013698630137,1752,13,0.00736543909348442,0.307692307692308,1765
"neural_net","cv","3",0.3,0.849955316366047,0.870402802101576,1713,52,0.0294617563739377,0.480769230769231,1765
"neural_net","cv","3",0.4,0.864152515091738,0.882495457298607,1651,114,0.0645892351274788,0.517543859649123,1765
"neural_net","cv","3",0.5,0.881061324241613,0.897058823529412,1564,201,0.113881019830028,0.562189054726368,1765
"neural_net","cv","3",0.6,0.900257435147814,0.913698630136986,1460,305,0.172804532577904,0.59672131147541,1765
"neural_net","cv","3",0.7,0.919666620063003,0.930729550478998,1357,408,0.231161473087819,0.620098039215686,1765
"neural_net","cv","3",0.8,0.93078738184922,0.94065757818765,1247,518,0.293484419263456,0.662162162162162,1765
"neural_net","cv","3",0.9,0.948543702268558,0.956433637284701,987,778,0.440793201133144,0.735218508997429,1765
"neural_net","cv","4",0,0.835957456379554,0.858356940509915,1765,0,0,NA,1765
"neural_net","cv","4",0.1,0.835957456379554,0.858356940509915,1765,0,0,NA,1765
"neural_net","cv","4",0.2,0.841358832828399,0.863013698630137,1752,13,0.00736543909348442,0.230769230769231,1765
"neural_net","cv","4",0.3,0.850516769027565,0.870779976717113,1718,47,0.026628895184136,0.404255319148936,1765
"neural_net","cv","4",0.4,0.873403502932978,0.89031862745098,1632,133,0.0753541076487252,0.466165413533835,1765
"neural_net","cv","4",0.5,0.888307152772704,0.903183885640026,1539,226,0.128045325779037,0.553097345132743,1765
"neural_net","cv","4",0.6,0.903355287188385,0.916373858046381,1423,342,0.193767705382436,0.616959064327485,1765
"neural_net","cv","4",0.7,0.913918741879896,0.92572741194487,1306,459,0.260056657223796,0.666666666666667,1765
"neural_net","cv","4",0.8,0.928914305981932,0.938950988822012,1163,602,0.341076487252125,0.70265780730897,1765
"neural_net","cv","4",0.9,0.959768218717357,0.965986394557823,882,883,0.50028328611898,0.750849377123443,1765
"OvR_Ensemble","cv","0",0,0.842281966178484,0.865079365079365,1764,0,0,NA,1764
"OvR_Ensemble","cv","0",0.1,0.842281966178484,0.865079365079365,1764,0,0,NA,1764
"OvR_Ensemble","cv","0",0.2,0.842794355423127,0.865493757094211,1762,2,0.00113378684807256,0.5,1764
"OvR_Ensemble","cv","0",0.3,0.848563996757226,0.870412844036697,1744,20,0.0113378684807256,0.4,1764
"OvR_Ensemble","cv","0",0.4,0.855863883621809,0.876463700234192,1708,56,0.0317460317460317,0.517857142857143,1764
"OvR_Ensemble","cv","0",0.5,0.873181851124715,0.891057934508816,1588,176,0.0997732426303855,0.630681818181818,1764
"OvR_Ensemble","cv","0",0.6,0.898989646518297,0.913528591352859,1434,330,0.187074829931973,0.654545454545455,1764
"OvR_Ensemble","cv","0",0.7,0.917400408633618,0.929936305732484,1256,508,0.287981859410431,0.704724409448819,1764
"OvR_Ensemble","cv","0",0.8,0.944330758905979,0.953535353535354,990,774,0.438775510204082,0.751937984496124,1764
"OvR_Ensemble","cv","0",0.9,0.958334828638076,0.968992248062015,387,1377,0.780612244897959,0.835875090777052,1764
"OvR_Ensemble","cv","1",0,0.834341398477712,0.857790368271955,1765,0,0,NA,1765
"OvR_Ensemble","cv","1",0.1,0.834341398477712,0.857790368271955,1765,0,0,NA,1765
"OvR_Ensemble","cv","1",0.2,0.837752986823866,0.860716316088687,1759,6,0.00339943342776204,0,1765
"OvR_Ensemble","cv","1",0.3,0.844719832314292,0.866589994249569,1739,26,0.0147308781869688,0.269230769230769,1765
"OvR_Ensemble","cv","1",0.4,0.85479813482806,0.874925903971547,1687,78,0.0441926345609065,0.487179487179487,1765
"OvR_Ensemble","cv","1",0.5,0.871600767233288,0.889377749842866,1591,174,0.0985835694050991,0.568965517241379,1765
"OvR_Ensemble","cv","1",0.6,0.893428891540507,0.908412483039349,1474,291,0.164872521246459,0.601374570446735,1765
"OvR_Ensemble","cv","1",0.7,0.914406943994315,0.926996197718631,1315,450,0.254957507082153,0.655555555555556,1765
"OvR_Ensemble","cv","1",0.8,0.933255010130936,0.94375,1120,645,0.365439093484419,0.708527131782946,1765
"OvR_Ensemble","cv","1",0.9,0.958826227540163,0.966717095310136,661,1104,0.625495750708215,0.792572463768116,1765
"OvR_Ensemble","cv","2",0,0.849456017699445,0.870254957507082,1765,0,0,NA,1765
"OvR_Ensemble","cv","2",0.1,0.849456017699445,0.870254957507082,1765,0,0,NA,1765
"OvR_Ensemble","cv","2",0.2,0.850459678614021,0.871095968199886,1761,4,0.00226628895184136,0.5,1765
"OvR_Ensemble","cv","2",0.3,0.862253427858085,0.881297046902142,1727,38,0.0215297450424929,0.368421052631579,1765
"OvR_Ensemble","cv","2",0.4,0.882625453990757,0.898673100120627,1658,107,0.0606232294617564,0.429906542056075,1765
"OvR_Ensemble","cv","2",0.5,0.901731088451506,0.915057915057915,1554,211,0.119546742209632,0.540284360189573,1765
"OvR_Ensemble","cv","2",0.6,0.915500196287237,0.927068723702665,1426,339,0.192067988668555,0.631268436578171,1765
"OvR_Ensemble","cv","2",0.7,0.926523218844438,0.937349397590361,1245,520,0.294617563739377,0.709615384615385,1765
"OvR_Ensemble","cv","2",0.8,0.939730034272688,0.950259067357513,965,800,0.453257790368272,0.77375,1765
"OvR_Ensemble","cv","2",0.9,0.926505057496579,0.945205479452055,292,1473,0.834560906515581,0.855397148676171,1765
"OvR_Ensemble","cv","3",0,0.846770554699199,0.867988668555241,1765,0,0,NA,1765
"OvR_Ensemble","cv","3",0.1,0.846770554699199,0.867988668555241,1765,0,0,NA,1765
"OvR_Ensemble","cv","3",0.2,0.849058404627185,0.869960249858035,1761,4,0.00226628895184136,0,1765
"OvR_Ensemble","cv","3",0.3,0.865289022738207,0.883693746347165,1711,54,0.0305949008498584,0.37037037037037,1765
"OvR_Ensemble","cv","3",0.4,0.879724441556206,0.89592209373098,1643,122,0.0691218130311615,0.491803278688525,1765
"OvR_Ensemble","cv","3",0.5,0.899885515237009,0.913324708926261,1546,219,0.124079320113314,0.547945205479452,1765
"OvR_Ensemble","cv","3",0.6,0.921135243803288,0.931977559607293,1426,339,0.192067988668555,0.59882005899705,1765
"OvR_Ensemble","cv","3",0.7,0.932431284388147,0.942142298670837,1279,486,0.275354107648725,0.67283950617284,1765
"OvR_Ensemble","cv","3",0.8,0.94816802576324,0.956777996070727,1018,747,0.423229461756374,0.746987951807229,1765
"OvR_Ensemble","cv","3",0.9,0.963979348159612,0.972222222222222,540,1225,0.694050991501416,0.822040816326531,1765
"OvR_Ensemble","cv","4",0,0.833758357779995,0.856657223796034,1765,0,0,NA,1765
"OvR_Ensemble","cv","4",0.1,0.833758357779995,0.856657223796034,1765,0,0,NA,1765
"OvR_Ensemble","cv","4",0.2,0.836382308820244,0.85885031303358,1757,8,0.00453257790368272,0.375,1765
"OvR_Ensemble","cv","4",0.3,0.847919690448187,0.868680999418943,1721,44,0.024929178470255,0.386363636363636,1765
"OvR_Ensemble","cv","4",0.4,0.86304794165251,0.88145896656535,1645,120,0.0679886685552408,0.516666666666667,1765
"OvR_Ensemble","cv","4",0.5,0.878593475937544,0.894941634241245,1542,223,0.126345609065156,0.591928251121076,1765
"OvR_Ensemble","cv","4",0.6,0.902269604840941,0.915774446823697,1401,364,0.206232294617564,0.629120879120879,1765
"OvR_Ensemble","cv","4",0.7,0.924398668347494,0.935562805872757,1226,539,0.305382436260623,0.677179962894249,1765
"OvR_Ensemble","cv","4",0.8,0.94061408750281,0.951167728237792,942,823,0.46628895184136,0.748481166464156,1765
"OvR_Ensemble","cv","4",0.9,0.963531914476458,0.973118279569892,372,1393,0.789235127478754,0.825556353194544,1765
"Global_Optimized","cv","0",0,0.84985322879844,0.870748299319728,1764,0,0,NA,1764
"Global_Optimized","cv","0",0.1,0.84985322879844,0.870748299319728,1764,0,0,NA,1764
"Global_Optimized","cv","0",0.2,0.84985322879844,0.870748299319728,1764,0,0,NA,1764
"Global_Optimized","cv","0",0.3,0.859455382854205,0.878892733564014,1734,30,0.0170068027210884,0.4,1764
"Global_Optimized","cv","0",0.4,0.873733623518798,0.891029500301023,1661,103,0.058390022675737,0.54368932038835,1764
"Global_Optimized","cv","0",0.5,0.895413632354075,0.909557408595253,1559,205,0.116213151927438,0.575609756097561,1764
"Global_Optimized","cv","0",0.6,0.916146039872156,0.927685950413223,1452,312,0.17687074829932,0.605769230769231,1764
"Global_Optimized","cv","0",0.7,0.938576670314093,0.947492163009404,1276,488,0.276643990929705,0.670081967213115,1764
"Global_Optimized","cv","0",0.8,0.945002831946961,0.954631379962193,1058,706,0.400226757369614,0.745042492917847,1764
"Global_Optimized","cv","0",0.9,0.968404648804942,0.976705490848586,601,1163,0.659297052154195,0.815993121238177,1764
"Global_Optimized","cv","1",0,0.839357810161926,0.861189801699717,1765,0,0,NA,1765
"Global_Optimized","cv","1",0.1,0.839357810161926,0.861189801699717,1765,0,0,NA,1765
"Global_Optimized","cv","1",0.2,0.840180893286795,0.861853325753269,1759,6,0.00339943342776204,0.666666666666667,1765
"Global_Optimized","cv","1",0.3,0.852799664277722,0.872663551401869,1712,53,0.030028328611898,0.490566037735849,1765
"Global_Optimized","cv","1",0.4,0.868173370389947,0.885714285714286,1645,120,0.0679886685552408,0.525,1765
"Global_Optimized","cv","1",0.5,0.892533833310858,0.906735751295337,1544,221,0.125212464589235,0.542986425339366,1765
"Global_Optimized","cv","1",0.6,0.909860568560919,0.922050561797753,1424,341,0.193201133144476,0.607038123167155,1765
"Global_Optimized","cv","1",0.7,0.927903005586234,0.93828125,1280,485,0.274787535410765,0.657731958762887,1765
"Global_Optimized","cv","1",0.8,0.94572163281647,0.955238095238095,1050,715,0.405099150141643,0.723076923076923,1765
"Global_Optimized","cv","1",0.9,0.975038699690403,0.981395348837209,645,1120,0.634560906515581,0.791964285714286,1765
"Global_Optimized","cv","2",0,0.844759004510688,0.86628895184136,1765,0,0,NA,1765
"Global_Optimized","cv","2",0.1,0.844759004510688,0.86628895184136,1765,0,0,NA,1765
"Global_Optimized","cv","2",0.2,0.848040500472488,0.869095048377917,1757,8,0.00453257790368272,0.25,1765
"Global_Optimized","cv","2",0.3,0.855944897424978,0.87579802669762,1723,42,0.0237960339943343,0.476190476190476,1765
"Global_Optimized","cv","2",0.4,0.86723854571692,0.885265700483092,1656,109,0.061756373937677,0.577981651376147,1765
"Global_Optimized","cv","2",0.5,0.896023929195593,0.910090556274256,1546,219,0.124079320113314,0.557077625570776,1765
"Global_Optimized","cv","2",0.6,0.914918756504903,0.926657263751763,1418,347,0.196600566572238,0.619596541786744,1765
"Global_Optimized","cv","2",0.7,0.932593643586833,0.942367601246106,1284,481,0.272521246458924,0.663201663201663,1765
"Global_Optimized","cv","2",0.8,0.94741403378762,0.956400742115028,1078,687,0.389235127478754,0.724890829694323,1765
"Global_Optimized","cv","2",0.9,0.975722914417437,0.981534090909091,704,1061,0.601133144475921,0.789820923656927,1765
"Global_Optimized","cv","3",0,0.847116083949504,0.868555240793201,1765,0,0,NA,1765
"Global_Optimized","cv","3",0.1,0.847116083949504,0.868555240793201,1765,0,0,NA,1765
"Global_Optimized","cv","3",0.2,0.84928103975834,0.870380898237635,1759,6,0.00339943342776204,0.333333333333333,1765
"Global_Optimized","cv","3",0.3,0.856718133419931,0.876528829353524,1717,48,0.0271954674220963,0.583333333333333,1765
"Global_Optimized","cv","3",0.4,0.871486490855597,0.888888888888889,1638,127,0.0719546742209632,0.606299212598425,1765
"Global_Optimized","cv","3",0.5,0.896518690425302,0.910574412532637,1532,233,0.132011331444759,0.592274678111588,1765
"Global_Optimized","cv","3",0.6,0.921791551814051,0.932664756446991,1396,369,0.209065155807365,0.626016260162602,1765
"Global_Optimized","cv","3",0.7,0.943351179958777,0.951915240423798,1227,538,0.304815864022663,0.678438661710037,1765
"Global_Optimized","cv","3",0.8,0.950474172269007,0.959627329192547,966,799,0.452691218130312,0.758448060075094,1765
"Global_Optimized","cv","3",0.9,0.96089782652854,0.971717171717172,495,1270,0.719546742209632,0.828346456692913,1765
"Global_Optimized","cv","4",0,0.834297552835863,0.857223796033994,1765,0,0,NA,1765
"Global_Optimized","cv","4",0.1,0.834297552835863,0.857223796033994,1765,0,0,NA,1765
"Global_Optimized","cv","4",0.2,0.837116537062807,0.859659090909091,1760,5,0.0028328611898017,0,1765
"Global_Optimized","cv","4",0.3,0.853230898783073,0.873395565927655,1714,51,0.0288951841359773,0.313725490196078,1765
"Global_Optimized","cv","4",0.4,0.867441814471853,0.885365853658537,1640,125,0.0708215297450425,0.488,1765
"Global_Optimized","cv","4",0.5,0.893499094952783,0.907773386034256,1518,247,0.139943342776204,0.546558704453441,1765
"Global_Optimized","cv","4",0.6,0.912586796587081,0.92467718794835,1394,371,0.210198300283286,0.60377358490566,1765
"Global_Optimized","cv","4",0.7,0.939020979020979,0.948290241868224,1199,566,0.320679886685552,0.664310954063604,1765
"Global_Optimized","cv","4",0.8,0.945625694601709,0.955486542443064,966,799,0.452691218130312,0.738423028785982,1765
"Global_Optimized","cv","4",0.9,0.968122383585715,0.976653696498054,514,1251,0.708781869688385,0.808153477218225,1765
