"model","type","fold","prob_cutoff","kappa","accuracy","n_accepted","n_rejected","perc_rejected","rejected_accuracy","total_samples"
"svm","loso","AAML0531",0.52,0.797170820961081,0.833744855967078,1215,412,0.253226797787339,0.359223300970874,1627
"svm","loso","AAML0531",0.53,0.799337095009373,0.835684647302905,1205,422,0.259373079287031,0.364928909952607,1627
"svm","loso","AAML0531",0.54,0.799315167499193,0.835996635828427,1189,438,0.26920712968654,0.381278538812785,1627
"svm","loso","AAML0531",0.55,0.802431691432587,0.838709677419355,1178,449,0.275968039336202,0.385300668151448,1627
"svm","loso","AAML0531",0.56,0.805994376648599,0.84192439862543,1164,463,0.284572833435771,0.390928725701944,1627
"svm","loso","AAML0531",0.57,0.808318561041938,0.844020797227036,1154,473,0.290719114935464,0.395348837209302,1627
"svm","loso","AAML0531",0.58,0.81410953628824,0.848776223776224,1144,483,0.296865396435157,0.393374741200828,1627
"svm","loso","AAML0531",0.59,0.819779689777641,0.853702051739518,1121,506,0.31100184388445,0.403162055335968,1627
"svm","loso","AAML0531",0.6,0.823303264819839,0.856756756756757,1110,517,0.317762753534112,0.406189555125725,1627
"svm","loso","AAML0531",0.61,0.82655841582532,0.859617137648131,1097,530,0.325752919483712,0.411320754716981,1627
"svm","loso","AAML0531",0.62,0.830502496996488,0.862925482980681,1087,540,0.331899200983405,0.412962962962963,1627
"svm","loso","AAML0531",0.63,0.836730554277424,0.868152274837512,1077,550,0.338045482483098,0.410909090909091,1627
"svm","loso","AAML0531",0.64,0.839028593605083,0.870300751879699,1064,563,0.346035648432698,0.41740674955595,1627
"svm","loso","AAML0531",0.65,0.842730698133353,0.873453853472883,1051,576,0.354025814382299,0.421875,1627
"svm","loso","AAML0531",0.66,0.845565534500264,0.875961538461538,1040,587,0.360786724031961,0.425894378194208,1627
"svm","loso","AAML0531",0.67,0.852169572128585,0.881720430107527,1023,604,0.371235402581438,0.428807947019868,1627
"svm","loso","AAML0531",0.68,0.856396461320544,0.885572139303483,1005,622,0.382298709280885,0.435691318327974,1627
"svm","loso","AAML0531",0.69,0.860317996730683,0.889112903225806,992,635,0.390288875230486,0.439370078740157,1627
"svm","loso","AAML0531",0.7,0.864503059740253,0.893264248704663,965,662,0.406883835279656,0.45166163141994,1627
"svm","loso","AAML0531",0.71,0.867885608861342,0.896515311510032,947,680,0.417947141979103,0.458823529411765,1627
"svm","loso","AAML0531",0.72,0.868845044943185,0.897629310344828,928,699,0.429625076828519,0.469241773962804,1627
"svm","loso","AAML0531",0.73,0.872109543593958,0.900546448087432,915,712,0.437615242778119,0.473314606741573,1627
"svm","loso","AAML0531",0.74,0.872169952246065,0.901001112347052,899,728,0.447449293177628,0.482142857142857,1627
"svm","loso","AAML0531",0.75,0.872668609285542,0.901694915254237,885,742,0.456054087277197,0.48921832884097,1627
"svm","loso","AAML0531",0.76,0.873659611241617,0.902890173410405,865,762,0.468346650276583,0.498687664041995,1627
"svm","loso","AAML0531",0.77,0.876874884434244,0.905771495877503,849,778,0.478180700676091,0.503856041131105,1627
"svm","loso","AAML0531",0.78,0.875316007685307,0.905109489051095,822,805,0.494775660725261,0.518012422360248,1627
"svm","loso","AAML0531",0.79,0.878976864983084,0.90851334180432,787,840,0.516287645974186,0.530952380952381,1627
"svm","loso","AAML0531",0.8,0.87455183694129,0.905835543766578,754,873,0.536570374923172,0.547537227949599,1627
"svm","loso","AAML0531",0.81,0.865006811206486,0.900709219858156,705,922,0.566687154271666,0.570498915401301,1627
"svm","loso","AAML0531",0.82,0.866480003483189,0.90357698289269,643,984,0.60479409956976,0.589430894308943,1627
"svm","loso","AAML0531",0.83,0.861437294504462,0.901666666666667,600,1027,0.631223110018439,0.603700097370983,1627
"svm","loso","AAML0531",0.84,0.861126150514348,0.901996370235935,551,1076,0.661339889366933,0.617100371747212,1627
"svm","loso","AAML0531",0.85,0.843795192853351,0.890269151138716,483,1144,0.703134603564843,0.638986013986014,1627
"svm","loso","AAML0531",0.86,0.826587599589127,0.880487804878049,410,1217,0.7480024585126,0.657354149548069,1627
"svm","loso","AAML0531",0.87,0.79195198892052,0.857988165680473,338,1289,0.792255685310387,0.675717610550815,1627
"svm","loso","AAML0531",0.88,0.773438627600569,0.847014925373134,268,1359,0.835279655808236,0.687270051508462,1627
"svm","loso","AAML0531",0.89,0.725177498634626,0.818627450980392,204,1423,0.874615857406269,0.69852424455376,1627
"svm","loso","AAML0531",0.9,0.680437355576847,0.783950617283951,162,1465,0.900430239704978,0.70580204778157,1627
"svm","loso","AAML0531",0.91,0.67067975551028,0.779527559055118,127,1500,0.921942224953903,0.708,1627
"svm","loso","AAML0531",0.92,0.64244923857868,0.76530612244898,98,1529,0.939766441303012,0.71026814911707,1627
"svm","loso","AAML0531",0.93,0.606016355140187,0.732394366197183,71,1556,0.956361401352182,0.712724935732648,1627
"svm","loso","AAML0531",0.94,0.60387811634349,0.717948717948718,39,1588,0.976029502151199,0.713476070528967,1627
"svm","loso","AAML0531",0.95,0.502439024390244,0.647058823529412,17,1610,0.989551321450522,0.714285714285714,1627
"svm","loso","AAML0531",0.96,0,0.5,2,1625,0.998770743700061,0.713846153846154,1627
"svm","loso","AAML1031",0,0.708754656334856,0.75583864118896,1413,0,0,NA,1413
"svm","loso","AAML1031",0.01,0.708754656334856,0.75583864118896,1413,0,0,NA,1413
"svm","loso","AAML1031",0.02,0.708754656334856,0.75583864118896,1413,0,0,NA,1413
"svm","loso","AAML1031",0.03,0.708754656334856,0.75583864118896,1413,0,0,NA,1413
"svm","loso","AAML1031",0.04,0.708754656334856,0.75583864118896,1413,0,0,NA,1413
"svm","loso","AAML1031",0.05,0.708754656334856,0.75583864118896,1413,0,0,NA,1413
"svm","loso","AAML1031",0.06,0.708754656334856,0.75583864118896,1413,0,0,NA,1413
"svm","loso","AAML1031",0.07,0.708754656334856,0.75583864118896,1413,0,0,NA,1413
"svm","loso","AAML1031",0.08,0.708754656334856,0.75583864118896,1413,0,0,NA,1413
"svm","loso","AAML1031",0.09,0.708754656334856,0.75583864118896,1413,0,0,NA,1413
"svm","loso","AAML1031",0.1,0.708754656334856,0.75583864118896,1413,0,0,NA,1413
"svm","loso","AAML1031",0.11,0.708754656334856,0.75583864118896,1413,0,0,NA,1413
"svm","loso","AAML1031",0.12,0.708754656334856,0.75583864118896,1413,0,0,NA,1413
"svm","loso","AAML1031",0.13,0.708754656334856,0.75583864118896,1413,0,0,NA,1413
"svm","loso","AAML1031",0.14,0.708754656334856,0.75583864118896,1413,0,0,NA,1413
"svm","loso","AAML1031",0.15,0.709339670005547,0.756373937677054,1412,1,0.000707714083510262,0,1413
"svm","loso","AAML1031",0.16,0.710013307776331,0.756909992912828,1411,2,0.00141542816702052,0,1413
"svm","loso","AAML1031",0.17,0.710478582307685,0.757274662881476,1409,4,0.00283085633404105,0.25,1413
"svm","loso","AAML1031",0.18,0.710302357956494,0.757102272727273,1408,5,0.00353857041755131,0.4,1413
"svm","loso","AAML1031",0.19,0.71140555222611,0.758007117437722,1405,8,0.0056617126680821,0.375,1413
"svm","loso","AAML1031",0.2,0.71376588921815,0.76,1400,13,0.0092002830856334,0.307692307692308,1413
"svm","loso","AAML1031",0.21,0.71675102286365,0.762553802008608,1394,19,0.013446567586695,0.263157894736842,1413
"svm","loso","AAML1031",0.22,0.719725007324508,0.765129682997118,1388,25,0.0176928520877565,0.24,1413
"svm","loso","AAML1031",0.23,0.722320427858975,0.767391304347826,1380,33,0.0233545647558386,0.272727272727273,1413
"svm","loso","AAML1031",0.24,0.725405771877277,0.770014556040757,1374,39,0.0276008492569002,0.256410256410256,1413
"svm","loso","AAML1031",0.25,0.73027536964708,0.774027879677183,1363,50,0.0353857041755131,0.26,1413
"svm","loso","AAML1031",0.26,0.736892780547669,0.779510022271715,1347,66,0.0467091295116773,0.272727272727273,1413
"svm","loso","AAML1031",0.27,0.740930501444592,0.783033033033033,1332,81,0.0573248407643312,0.308641975308642,1413
"svm","loso","AAML1031",0.28,0.7439973320715,0.785768357305072,1321,92,0.0651096956829441,0.326086956521739,1413
"svm","loso","AAML1031",0.29,0.74663950158135,0.788109756097561,1312,101,0.0714791224345364,0.336633663366337,1413
"svm","loso","AAML1031",0.3,0.750161938258908,0.791217257318952,1298,115,0.0813871196036801,0.356521739130435,1413
"svm","loso","AAML1031",0.31,0.753197731751875,0.793638479441428,1289,124,0.0877565463552725,0.362903225806452,1413
"svm","loso","AAML1031",0.32,0.756707601020381,0.796557120500782,1278,135,0.0955414012738854,0.37037037037037,1413
"svm","loso","AAML1031",0.33,0.76235326316541,0.801261829652997,1268,145,0.102618542108988,0.358620689655172,1413
"svm","loso","AAML1031",0.34,0.764887908862564,0.803330689928628,1261,152,0.10757254069356,0.361842105263158,1413
"svm","loso","AAML1031",0.35,0.769340908394842,0.8072,1250,163,0.115357395612173,0.361963190184049,1413
"svm","loso","AAML1031",0.36,0.772641950667069,0.81002425222312,1237,176,0.124557678697806,0.375,1413
"svm","loso","AAML1031",0.37,0.773719169610465,0.810920945395273,1227,186,0.131634819532909,0.39247311827957,1413
"svm","loso","AAML1031",0.38,0.776640557034239,0.813475760065735,1217,196,0.138711960368011,0.397959183673469,1413
"svm","loso","AAML1031",0.39,0.78207314934603,0.817955112219451,1203,210,0.148619957537155,0.4,1413
"svm","loso","AAML1031",0.4,0.786598363706496,0.821848739495798,1190,223,0.157820240622788,0.403587443946188,1413
"svm","loso","AAML1031",0.41,0.788361948685817,0.823330515638208,1183,230,0.16277423920736,0.408695652173913,1413
"svm","loso","AAML1031",0.42,0.788782119253648,0.823679727427598,1174,239,0.169143665958953,0.422594142259414,1413
"svm","loso","AAML1031",0.43,0.792223068800043,0.826724137931034,1160,253,0.179051663128096,0.430830039525692,1413
"svm","loso","AAML1031",0.44,0.7966972942835,0.830434782608696,1150,263,0.186128803963199,0.429657794676806,1413
"svm","loso","AAML1031",0.45,0.802058473655823,0.835087719298246,1140,273,0.193205944798301,0.424908424908425,1413
"svm","loso","AAML1031",0.46,0.802568322151427,0.835689045936396,1132,281,0.198867657466384,0.434163701067616,1413
"svm","loso","AAML1031",0.47,0.808087180403731,0.840501792114695,1116,297,0.210191082802548,0.437710437710438,1413
"svm","loso","AAML1031",0.48,0.813578703511693,0.845108695652174,1104,309,0.218683651804671,0.436893203883495,1413
"svm","loso","AAML1031",0.49,0.81647983636473,0.847627737226277,1096,317,0.224345364472753,0.438485804416404,1413
"svm","loso","AAML1031",0.5,0.820438817310229,0.85110294117647,1088,325,0.230007077140835,0.436923076923077,1413
"svm","loso","AAML1031",0.51,0.827696652870943,0.857410881801126,1066,347,0.245576786978061,0.443804034582133,1413
"svm","loso","AAML1031",0.52,0.834347194231545,0.863117870722434,1052,361,0.255484784147205,0.443213296398892,1413
"svm","loso","AAML1031",0.53,0.83721983802325,0.865642994241843,1042,371,0.262561924982307,0.44743935309973,1413
"svm","loso","AAML1031",0.54,0.838511250195981,0.866990291262136,1030,383,0.27105449398443,0.456919060052219,1413
"svm","loso","AAML1031",0.55,0.83974607914624,0.8681640625,1024,389,0.275300778485492,0.460154241645244,1413
"svm","loso","AAML1031",0.56,0.840765928781809,0.869306930693069,1010,403,0.285208775654636,0.471464019851117,1413
"svm","loso","AAML1031",0.57,0.838584387971313,0.867867867867868,999,414,0.292993630573248,0.485507246376812,1413
"svm","loso","AAML1031",0.58,0.842858014615021,0.871559633027523,981,432,0.305732484076433,0.493055555555556,1413
"svm","loso","AAML1031",0.59,0.843980224955982,0.872689938398357,974,439,0.310686482661005,0.496583143507973,1413
"svm","loso","AAML1031",0.6,0.846262710493399,0.874741200828157,966,447,0.316348195329087,0.498881431767338,1413
"svm","loso","AAML1031",0.61,0.849363237495908,0.877637130801688,948,465,0.329087048832272,0.50752688172043,1413
"svm","loso","AAML1031",0.62,0.849407675842923,0.87807486631016,935,478,0.338287331917905,0.51673640167364,1413
"svm","loso","AAML1031",0.63,0.853370082466457,0.881650380021715,921,492,0.348195329087049,0.520325203252033,1413
"svm","loso","AAML1031",0.64,0.851793733859424,0.880794701986755,906,507,0.358811040339703,0.532544378698225,1413
"svm","loso","AAML1031",0.65,0.85439180545811,0.883408071748879,892,521,0.368719037508846,0.53742802303263,1413
"svm","loso","AAML1031",0.66,0.855859429884373,0.885321100917431,872,541,0.382873319179052,0.547134935304991,1413
"svm","loso","AAML1031",0.67,0.85501894776947,0.885017421602787,861,552,0.390658174097665,0.554347826086957,1413
"svm","loso","AAML1031",0.68,0.855042391596158,0.885245901639344,854,559,0.395612172682236,0.558139534883721,1413
"svm","loso","AAML1031",0.69,0.859838689028293,0.889555822328932,833,580,0.410474168435952,0.563793103448276,1413
"svm","loso","AAML1031",0.7,0.859555987324851,0.889705882352941,816,597,0.422505307855626,0.57286432160804,1413
"svm","loso","AAML1031",0.71,0.857726054715522,0.88875,800,613,0.43382873319179,0.582381729200653,1413
"svm","loso","AAML1031",0.72,0.854093778461732,0.886334610472541,783,630,0.445859872611465,0.593650793650794,1413
"svm","loso","AAML1031",0.73,0.855528980936361,0.887874837027379,767,646,0.457183297947629,0.599071207430341,1413
"svm","loso","AAML1031",0.74,0.85624930630064,0.889185580774366,749,664,0.469922151450814,0.605421686746988,1413
"svm","loso","AAML1031",0.75,0.854531862825567,0.888888888888889,720,693,0.490445859872611,0.617604617604618,1413
"svm","loso","AAML1031",0.76,0.851666264187394,0.887445887445887,693,720,0.509554140127389,0.629166666666667,1413
"svm","loso","AAML1031",0.77,0.84881387024342,0.88622754491018,668,745,0.527246992215145,0.638926174496644,1413
"svm","loso","AAML1031",0.78,0.850687834973607,0.889240506329114,632,781,0.552724699221514,0.647887323943662,1413
"svm","loso","AAML1031",0.79,0.842087074056723,0.884228187919463,596,817,0.578202406227884,0.66217870257038,1413
"svm","loso","AAML1031",0.8,0.836132270314686,0.881932021466905,559,854,0.604387827317764,0.673302107728337,1413
"svm","loso","AAML1031",0.81,0.822666488228209,0.873563218390805,522,891,0.630573248407643,0.686868686868687,1413
"svm","loso","AAML1031",0.82,0.812246744073656,0.869022869022869,481,932,0.659589525831564,0.697424892703863,1413
"svm","loso","AAML1031",0.83,0.790889321277326,0.855172413793103,435,978,0.692144373673036,0.711656441717791,1413
"svm","loso","AAML1031",0.84,0.771643214881946,0.843342036553525,383,1030,0.72894550601557,0.723300970873786,1413
"svm","loso","AAML1031",0.85,0.749024121709538,0.826470588235294,340,1073,0.759377211606511,0.733457595526561,1413
"svm","loso","AAML1031",0.86,0.747127615921215,0.824137931034483,290,1123,0.794762915782024,0.73820124666073,1413
"svm","loso","AAML1031",0.87,0.725159160575336,0.810483870967742,248,1165,0.824486907289455,0.744206008583691,1413
"svm","loso","AAML1031",0.88,0.70850445157229,0.800904977375566,221,1192,0.843595187544232,0.74748322147651,1413
"svm","loso","AAML1031",0.89,0.708218057125044,0.796875,192,1221,0.86411889596603,0.749385749385749,1413
"svm","loso","AAML1031",0.9,0.707443645602465,0.798780487804878,164,1249,0.883934890304317,0.750200160128103,1413
"svm","loso","AAML1031",0.91,0.713031423290203,0.804347826086957,138,1275,0.902335456475584,0.750588235294118,1413
"svm","loso","AAML1031",0.92,0.713102725366876,0.80672268907563,119,1294,0.915782024062279,0.751159196290572,1413
"svm","loso","AAML1031",0.93,0.705521472392638,0.802083333333333,96,1317,0.932059447983015,0.752467729688686,1413
"svm","loso","AAML1031",0.94,0.578682030968671,0.723076923076923,65,1348,0.953998584571833,0.757418397626113,1413
"svm","loso","AAML1031",0.95,0.514319809069212,0.702702702702703,37,1376,0.97381457891012,0.757267441860465,1413
"svm","loso","AAML1031",0.96,0.545454545454545,0.7,10,1403,0.992922859164897,0.75623663578047,1413
"svm","loso","BEATAML1.0-COHORT",0,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.01,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.02,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.03,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.04,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.05,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.06,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.07,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.08,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.09,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.1,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.11,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.12,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.13,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.14,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.15,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.16,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.17,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.18,0.829079422335421,0.852048962213944,1879,0,0,NA,1879
"svm","loso","BEATAML1.0-COHORT",0.19,0.82960825417622,0.852502662406816,1878,1,0.000532197977647685,0,1879
"svm","loso","BEATAML1.0-COHORT",0.2,0.82960825417622,0.852502662406816,1878,1,0.000532197977647685,0,1879
"svm","loso","BEATAML1.0-COHORT",0.21,0.82960825417622,0.852502662406816,1878,1,0.000532197977647685,0,1879
"svm","loso","BEATAML1.0-COHORT",0.22,0.829465515181826,0.852345415778252,1876,3,0.00159659393294305,0.666666666666667,1879
"svm","loso","BEATAML1.0-COHORT",0.23,0.829986615757925,0.8528,1875,4,0.00212879191059074,0.5,1879
"svm","loso","BEATAML1.0-COHORT",0.24,0.829986615757925,0.8528,1875,4,0.00212879191059074,0.5,1879
"svm","loso","BEATAML1.0-COHORT",0.25,0.830510815768036,0.853255069370331,1874,5,0.00266098988823842,0.4,1879
"svm","loso","BEATAML1.0-COHORT",0.26,0.832080760353648,0.85462319615179,1871,8,0.00425758382118148,0.25,1879
"svm","loso","BEATAML1.0-COHORT",0.27,0.831910066886414,0.854467629748529,1869,10,0.00532197977647685,0.4,1879
"svm","loso","BEATAML1.0-COHORT",0.28,0.832433038987451,0.854925053533191,1868,11,0.00585417775412453,0.363636363636364,1879
"svm","loso","BEATAML1.0-COHORT",0.29,0.832965414771571,0.855382967327263,1867,12,0.00638637573177222,0.333333333333333,1879
"svm","loso","BEATAML1.0-COHORT",0.3,0.833780291238237,0.856068743286788,1862,17,0.00904736562001064,0.411764705882353,1879
"svm","loso","BEATAML1.0-COHORT",0.31,0.834757267343262,0.85691231845078,1859,20,0.0106439595529537,0.4,1879
"svm","loso","BEATAML1.0-COHORT",0.32,0.83572308176128,0.857758620689655,1856,23,0.0122405534858968,0.391304347826087,1879
"svm","loso","BEATAML1.0-COHORT",0.33,0.836786561976673,0.858683926645092,1854,25,0.0133049494411921,0.36,1879
"svm","loso","BEATAML1.0-COHORT",0.34,0.838387641909606,0.860075634792004,1851,28,0.0149015433741352,0.321428571428571,1879
"svm","loso","BEATAML1.0-COHORT",0.35,0.84145267644529,0.862798264642082,1844,35,0.018626929217669,0.285714285714286,1879
"svm","loso","BEATAML1.0-COHORT",0.36,0.842909074508081,0.864056552474171,1839,40,0.0212879191059074,0.3,1879
"svm","loso","BEATAML1.0-COHORT",0.37,0.84698987083017,0.867614879649891,1828,51,0.0271420968600319,0.294117647058824,1879
"svm","loso","BEATAML1.0-COHORT",0.38,0.848091892619467,0.868536853685368,1818,61,0.0324640766365088,0.360655737704918,1879
"svm","loso","BEATAML1.0-COHORT",0.39,0.851155907086724,0.871199557766722,1809,70,0.037253858435338,0.357142857142857,1879
"svm","loso","BEATAML1.0-COHORT",0.4,0.852120303108475,0.872008903728436,1797,82,0.0436402341671102,0.414634146341463,1879
"svm","loso","BEATAML1.0-COHORT",0.41,0.853733434052093,0.873396542108199,1793,86,0.0457690260777009,0.406976744186047,1879
"svm","loso","BEATAML1.0-COHORT",0.42,0.856973738252277,0.876126126126126,1776,103,0.0548163916977115,0.436893203883495,1879
"svm","loso","BEATAML1.0-COHORT",0.43,0.860283088194565,0.8789592760181,1768,111,0.059073975518893,0.423423423423423,1879
"svm","loso","BEATAML1.0-COHORT",0.44,0.863471350243345,0.881683731513083,1758,121,0.0643959552953699,0.421487603305785,1879
"svm","loso","BEATAML1.0-COHORT",0.45,0.864838644656558,0.882857142857143,1750,129,0.0686535391165514,0.434108527131783,1879
"svm","loso","BEATAML1.0-COHORT",0.46,0.869451771429846,0.886836027713626,1732,147,0.0782331027142097,0.442176870748299,1879
"svm","loso","BEATAML1.0-COHORT",0.47,0.869770458178747,0.887087434858135,1727,152,0.0808940926024481,0.453947368421053,1879
"svm","loso","BEATAML1.0-COHORT",0.48,0.872695525725837,0.889602803738318,1712,167,0.0888770622671634,0.467065868263473,1879
"svm","loso","BEATAML1.0-COHORT",0.49,0.874343238341793,0.890984089569829,1697,182,0.0968600319318787,0.489010989010989,1879
"svm","loso","BEATAML1.0-COHORT",0.5,0.878373182033174,0.894517282479142,1678,201,0.106971793507185,0.497512437810945,1879
"svm","loso","BEATAML1.0-COHORT",0.51,0.882170891361712,0.897836538461538,1664,215,0.114422565194252,0.497674418604651,1879
"svm","loso","BEATAML1.0-COHORT",0.52,0.884149417139323,0.899515738498789,1652,227,0.120808940926024,0.506607929515419,1879
"svm","loso","BEATAML1.0-COHORT",0.53,0.887533586697075,0.902439024390244,1640,239,0.127195316657797,0.506276150627615,1879
